194.209.200.2,192.168.200.29,41194,37959,UDP,40,1706514120401577,
fe80:0:0:0:8d6:b468:5079:bda4,ff02:0:0:0:0:0:0:fb,5353,5353,UDP,578,1706514121494520,
192.168.200.57,224.0.0.251,5353,5353,UDP,578,1706514121494522,
fe80:0:0:0:8d6:b468:5079:bda4,ff02:0:0:0:0:0:0:fb,5353,5353,UDP,157,1706514121523459,
192.168.200.29,34.107.221.82,53038,80,TCP,66,1706514122178329,
192.168.200.29,34.107.221.82,53050,80,TCP,66,1706514122178348,
34.107.221.82,192.168.200.29,80,53038,TCP,66,1706514122181858,
34.107.221.82,192.168.200.29,80,53050,TCP,66,1706514122181858,
192.168.200.29,34.120.208.123,53880,443,TCP,147,1706514122294830,
192.168.200.29,34.120.208.123,53880,443,TCP,854,1706514122294860,
34.120.208.123,192.168.200.29,443,53880,TCP,66,1706514122299275,
34.120.208.123,192.168.200.29,443,53880,TCP,66,1706514122299393,
192.168.200.29,34.107.243.93,46068,443,TCP,28,1706514122300582,
34.107.243.93,192.168.200.29,443,46068,TCP,66,1706514122303976,
192.168.200.29,23.0.174.131,42257,443,UDP,1357,1706514122311072,
192.168.200.29,23.0.174.131,42257,443,UDP,576,1706514122311120,
23.0.174.131,192.168.200.29,443,42257,UDP,34,1706514122314042,
192.168.200.29,23.0.174.131,42257,443,UDP,32,1706514122314293,
192.168.200.29,192.168.200.1,57146,53,UDP,45,1706514122318449,
192.168.200.29,192.168.200.1,51925,53,UDP,45,1706514122318571,
192.168.200.1,192.168.200.29,53,57146,UDP,178,1706514122321428,
192.168.200.1,192.168.200.29,53,51925,UDP,239,1706514122322257,
192.168.200.29,192.168.200.1,40638,53,UDP,63,1706514122322555,
192.168.200.29,172.64.146.213,59252,443,TCP,39,1706514122324050,
192.168.200.29,92.123.27.112,52280,443,TCP,39,1706514122324189,
192.168.200.29,34.117.237.239,54180,443,TCP,39,1706514122324245,
192.168.200.29,34.107.243.93,46060,443,TCP,39,1706514122324284,
192.168.200.29,195.176.255.80,35976,443,TCP,39,1706514122324327,
192.168.200.29,204.79.197.203,46458,443,TCP,46,1706514122324397,
192.168.200.29,23.54.113.128,35964,443,TCP,46,1706514122324451,
192.168.200.29,172.64.146.18,47660,443,TCP,39,1706514122324519,
192.168.200.29,92.123.27.112,52278,443,TCP,39,1706514122325240,
192.168.200.29,204.79.197.200,51900,443,TCP,46,1706514122325283,
192.168.200.1,192.168.200.29,53,40638,UDP,63,1706514122325293,
192.168.200.29,34.120.208.123,53880,443,TCP,39,1706514122325366,
192.168.200.29,23.0.174.122,54888,443,TCP,39,1706514122325575,
192.168.200.29,204.79.197.203,46470,443,TCP,46,1706514122325648,
192.168.200.29,204.79.197.203,46470,443,TCP,31,1706514122325880,
192.168.200.29,20.190.181.23,53404,443,TCP,31,1706514122326155,
192.168.200.29,20.190.181.23,53404,443,TCP,54,1706514122326163,
192.168.200.29,20.190.177.83,59608,443,TCP,24,1706514122326286,
192.168.200.29,20.190.177.83,59608,443,TCP,54,1706514122326297,
192.168.200.29,92.123.27.112,52280,443,TCP,24,1706514122326424,
192.168.200.29,92.123.27.112,52280,443,TCP,66,1706514122326435,
192.168.200.29,204.79.197.200,51900,443,TCP,31,1706514122326522,
192.168.200.29,204.79.197.203,46458,443,TCP,31,1706514122326595,
192.168.200.29,92.123.27.112,52278,443,TCP,24,1706514122326781,
192.168.200.29,23.0.174.122,54888,443,TCP,24,1706514122326844,
192.168.200.29,172.217.168.35,53860,80,TCP,66,1706514122326904,
192.168.200.29,23.54.113.128,35964,443,TCP,31,1706514122326921,
192.168.200.29,192.229.221.95,38272,80,TCP,66,1706514122326970,
192.168.200.29,34.120.208.123,53880,443,TCP,24,1706514122326985,
192.168.200.29,195.176.255.80,35976,443,TCP,24,1706514122327069,
192.168.200.29,195.176.255.80,35976,443,TCP,66,1706514122327076,
192.168.200.29,172.64.146.213,59252,443,TCP,24,1706514122327290,
192.168.200.29,172.64.146.213,59252,443,TCP,66,1706514122327304,
192.168.200.29,172.64.146.18,47660,443,TCP,24,1706514122327415,
192.168.200.29,172.64.146.18,47660,443,TCP,66,1706514122327429,
192.168.200.29,34.107.243.93,46060,443,TCP,24,1706514122327535,
192.168.200.29,34.107.243.93,46060,443,TCP,66,1706514122327546,
192.168.200.29,195.176.255.73,47766,80,TCP,66,1706514122327621,
192.168.200.29,34.117.237.239,54180,443,TCP,24,1706514122327647,
192.168.200.29,34.117.237.239,54180,443,TCP,66,1706514122327656,
192.168.200.29,34.107.221.82,53050,80,TCP,66,1706514122327772,
192.168.200.29,34.107.221.82,53038,80,TCP,66,1706514122327788,
192.168.200.29,34.107.243.93,46068,443,TCP,24,1706514122327859,
192.168.200.29,34.107.243.93,46068,443,TCP,66,1706514122327869,
92.123.27.112,192.168.200.29,443,52280,TCP,66,1706514122330526,
204.79.197.200,192.168.200.29,443,51900,TCP,56,1706514122330696,
204.79.197.203,192.168.200.29,443,46458,TCP,56,1706514122330718,
23.0.174.122,192.168.200.29,443,54888,TCP,66,1706514122332798,
204.79.197.203,192.168.200.29,443,46470,TCP,56,1706514122332806,
204.79.197.203,192.168.200.29,443,46470,TCP,56,1706514122332806,
192.168.200.29,204.79.197.203,46470,443,TCP,54,1706514122332850,
34.120.208.123,192.168.200.29,443,53880,TCP,66,1706514122332886,
204.79.197.200,192.168.200.29,443,51900,TCP,56,1706514122334248,
195.176.255.80,192.168.200.29,443,35976,TCP,66,1706514122334249,
92.123.27.112,192.168.200.29,443,52280,TCP,66,1706514122334253,
204.79.197.200,192.168.200.29,443,51900,TCP,56,1706514122334248,
192.168.200.29,204.79.197.200,51900,443,TCP,54,1706514122334260,
92.123.27.112,192.168.200.29,443,52280,TCP,24,1706514122334253,
204.79.197.203,192.168.200.29,443,46458,TCP,56,1706514122334267,
204.79.197.203,192.168.200.29,443,46458,TCP,56,1706514122334267,
192.168.200.29,204.79.197.203,46458,443,TCP,54,1706514122334277,
192.168.200.29,92.123.27.112,52280,443,TCP,54,1706514122334280,
92.123.27.112,192.168.200.29,443,52280,TCP,66,1706514122334253,
192.168.200.29,92.123.27.112,52280,443,TCP,54,1706514122334298,
92.123.27.112,192.168.200.29,443,52278,TCP,66,1706514122334383,
92.123.27.112,192.168.200.29,443,52278,TCP,24,1706514122334383,
192.168.200.29,92.123.27.112,52278,443,TCP,54,1706514122334400,
195.176.255.80,192.168.200.29,443,35976,TCP,24,1706514122334444,
192.168.200.29,195.176.255.80,35976,443,TCP,54,1706514122334466,
195.176.255.80,192.168.200.29,443,35976,TCP,66,1706514122334444,
192.168.200.29,195.176.255.80,35976,443,TCP,54,1706514122334480,
92.123.27.112,192.168.200.29,443,52278,TCP,66,1706514122334532,
192.168.200.29,92.123.27.112,52278,443,TCP,54,1706514122334539,
195.176.255.73,192.168.200.29,80,47766,TCP,66,1706514122334594,
192.168.200.29,195.176.255.73,47766,80,TCP,66,1706514122334614,
172.217.168.35,192.168.200.29,80,53860,TCP,66,1706514122334845,
192.168.200.29,172.217.168.35,53860,80,TCP,66,1706514122334855,
172.64.146.18,192.168.200.29,443,47660,TCP,66,1706514122335606,
